,hub_diam1,hub_diam2,hub_width1,hub_width2,jobname,rim_I11,rim_I22,rim_I33,rim_Iw,rim_area,rim_perturb,rim_radius,rim_shear_mod,rim_young_mod,sim_time,sim_type,sim_u2,spk_T,spk_Tn,spk_diameter,spk_eltype,spk_num,spk_paired,spk_young_mod,wheel_pickle,wheel_type
folding_0.10,0.05,0.05,0.025,0.025,folding_0.10,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,204.983983575,0.1,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.10.pkl,folding
folding_0.20,0.05,0.05,0.025,0.025,folding_0.20,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,409.967967149,0.2,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.20.pkl,folding
folding_0.30,0.05,0.05,0.025,0.025,folding_0.30,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,614.951950724,0.3,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.30.pkl,folding
folding_0.40,0.05,0.05,0.025,0.025,folding_0.40,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,819.935934298,0.4,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.40.pkl,folding
folding_0.50,0.05,0.05,0.025,0.025,folding_0.50,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,1024.91991787,0.5,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.50.pkl,folding
folding_0.60,0.05,0.05,0.025,0.025,folding_0.60,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,1229.90390145,0.6,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.60.pkl,folding
folding_0.70,0.05,0.05,0.025,0.025,folding_0.70,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,1434.88788502,0.7,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.70.pkl,folding
folding_0.80,0.05,0.05,0.025,0.025,folding_0.80,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,1639.8718686,0.8,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.80.pkl,folding
folding_0.90,0.05,0.05,0.025,0.025,folding_0.90,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,1844.85585217,0.9,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.90.pkl,folding
folding_0.95,0.05,0.05,0.025,0.025,folding_0.95,1.53846153846e-09,2.17391304348e-09,2.17391304348e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.225,26000000000.0,69000000000.0,1.0,exp,auto,1947.34784396,0.95,0.00127279220614,truss,64.0,1.0,2.1e+11,folding_0.95.pkl,folding
track_0.00,0.05,0.05,0.03,0.03,track_0.00,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,0.0,0.0,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.00.pkl,track
track_0.10,0.05,0.05,0.03,0.03,track_0.10,5.76923076923e-09,2.89855072464e-09,2.89855072464e-09,0.0,0.0001,"[1e-05, 1e-05, 1e-05]",0.3,26000000000.0,69000000000.0,1.0,exp,auto,167.127811198,0.1,0.00127279220614,truss,64.0,1.0,2.1e+11,track_0.10.pkl,track
